"arrest","block","description","district","domestic","latitude","location","location_description","longitude","primary_type"
"false","038XX W CHICAGO AVE","AUTOMOBILE",11,"false",41.895406286,"POINT (-87.721964656 41.895406286)","STREET",-87.721964656,"MOTOR VEHICLE THEFT"
"true","077XX S EMERALD AVE","VEHICLE TITLE/REG OFFENSE",6,"false",41.753735247,"POINT (-87.642899831 41.753735247)","VEHICLE NON-COMMERCIAL",-87.642899831,"OTHER OFFENSE"
"true","008XX E 67TH ST","FALSE/STOLEN/ALTERED TRP",3,"false",41.773145137,"POINT (-87.605467359 41.773145137)","PARKING LOT/GARAGE(NON.RESID.)",-87.605467359,"OTHER OFFENSE"
"false","072XX W PRATT AVE","$500 AND UNDER",16,"false",42.004417317,"POINT (-87.808421759 42.004417317)","GROCERY FOOD STORE",-87.808421759,"THEFT"
"false","007XX W RANDOLPH ST","FINANCIAL IDENTITY THEFT $300 AND UNDER",12,"false",41.884534151,"POINT (-87.646792573 41.884534151)","RESTAURANT",-87.646792573,"DECEPTIVE PRACTICE"
"false","007XX W RANDOLPH ST","FROM BUILDING",12,"false",41.884534151,"POINT (-87.646792573 41.884534151)","RESTAURANT",-87.646792573,"THEFT"
"true","033XX W OGDEN AVE","POSS: HALLUCINOGENS",10,"false",41.857002955,"POINT (-87.708146694 41.857002955)","STREET",-87.708146694,"NARCOTICS"
"false","065XX S GREEN ST","TO PROPERTY",7,"false",41.775413925,"POINT (-87.645889882 41.775413925)","RESIDENTIAL YARD (FRONT/BACK)",-87.645889882,"CRIMINAL DAMAGE"
"false","069XX S CLYDE AVE","$500 AND UNDER",3,"false",41.769222543,"POINT (-87.573938576 41.769222543)","OTHER",-87.573938576,"THEFT"
"false","075XX S STONY ISLAND AVE","ARMED:KNIFE/CUTTING INSTRUMENT",4,"false",0,"","SMALL RETAIL STORE",0,"ROBBERY"
"false","001XX W ONTARIO ST","FROM BUILDING",18,"false",41.893223483,"POINT (-87.63153437 41.893223483)","RESTAURANT",-87.63153437,"THEFT"
"false","059XX W HIRSCH ST","AUTOMOBILE",25,"false",41.9056547,"POINT (-87.773359192 41.9056547)","STREET",-87.773359192,"MOTOR VEHICLE THEFT"
"false","055XX S DR MARTIN LUTHER KING JR DR","OVER $500",2,"false",41.794344947,"POINT (-87.615968735 41.794344947)","PARK PROPERTY",-87.615968735,"THEFT"
"false","079XX S ELIZABETH ST","$500 AND UNDER",6,"false",41.749415975,"POINT (-87.65492213 41.749415975)","RESIDENCE",-87.65492213,"THEFT"
"true","0000X S STATE ST","SIMPLE",1,"false",41.881663579,"POINT (-87.62776103 41.881663579)","SIDEWALK",-87.62776103,"BATTERY"
"false","005XX E 60TH ST","AUTOMOBILE",3,"false",41.785756708,"POINT (-87.612680121 41.785756708)","STREET",-87.612680121,"MOTOR VEHICLE THEFT"
"false","007XX N DEARBORN ST","SIMPLE",18,"false",41.896083132,"POINT (-87.629765732 41.896083132)","OTHER",-87.629765732,"BATTERY"
"true","083XX S MUSKEGON AVE","POSS: CANNABIS 30GMS OR LESS",4,"false",41.743887934,"POINT (-87.555182778 41.743887934)","STREET",-87.555182778,"NARCOTICS"
"false","026XX W CHICAGO AVE","DOMESTIC BATTERY SIMPLE",12,"true",41.895681406,"POINT (-87.692890346 41.895681406)","RESTAURANT",-87.692890346,"BATTERY"
"false","071XX S LOWE AVE","HARASSMENT BY TELEPHONE",7,"true",41.764481346,"POINT (-87.640068507 41.764481346)","APARTMENT",-87.640068507,"OTHER OFFENSE"
"false","017XX W FULLERTON AVE","RETAIL THEFT",18,"false",41.925098106,"POINT (-87.672293669 41.925098106)","DEPARTMENT STORE",-87.672293669,"THEFT"
"false","011XX W 50TH ST","DOMESTIC BATTERY SIMPLE",9,"true",41.8032982,"POINT (-87.653195042 41.8032982)","RESIDENCE",-87.653195042,"BATTERY"
"false","084XX S HAMLIN AVE","SIMPLE",8,"true",41.739873811,"POINT (-87.7167332 41.739873811)","RESIDENCE",-87.7167332,"ASSAULT"
"false","029XX N NASHVILLE AVE","TO LAND",25,"false",41.93342957,"POINT (-87.79060638 41.93342957)","RESIDENCE",-87.79060638,"CRIMINAL TRESPASS"
"false","005XX S STATE ST","TO LAND",1,"false",41.875254895,"POINT (-87.627618559 41.875254895)","CONVENIENCE STORE",-87.627618559,"CRIMINAL TRESPASS"
"false","039XX S LAKE PARK AVE","CHILD ABUSE",2,"true",41.823125769,"POINT (-87.602725951 41.823125769)","CHA APARTMENT",-87.602725951,"OFFENSE INVOLVING CHILDREN"
"false","015XX E 87TH ST","ATTEMPT - FINANCIAL IDENTITY THEFT",4,"false",41.736888764,"POINT (-87.587275204 41.736888764)","RESTAURANT",-87.587275204,"DECEPTIVE PRACTICE"
"false","030XX N MELVINA AVE","FORCIBLE ENTRY",25,"false",41.935021872,"POINT (-87.780960054 41.935021872)","RESIDENCE",-87.780960054,"BURGLARY"
"false","008XX W 33RD PL","FORCIBLE ENTRY",9,"false",41.833821935,"POINT (-87.647059585 41.833821935)","OTHER",-87.647059585,"BURGLARY"
"false","013XX W HASTINGS ST","AGGRAVATED: HANDGUN",12,"false",41.86427896,"POINT (-87.659785031 41.86427896)","STREET",-87.659785031,"ASSAULT"
"false","033XX W LAWRENCE AVE","$500 AND UNDER",17,"false",41.968427294,"POINT (-87.71122829 41.968427294)","SMALL RETAIL STORE",-87.71122829,"THEFT"
"false","001XX N MICHIGAN AVE","FROM BUILDING",1,"false",41.885191719,"POINT (-87.624486846 41.885191719)","RESTAURANT",-87.624486846,"THEFT"
"false","098XX S STATE ST","TO PROPERTY",5,"false",41.716679404,"POINT (-87.62274113 41.716679404)","CTA GARAGE / OTHER PROPERTY",-87.62274113,"CRIMINAL DAMAGE"
"false","033XX W ALTGELD ST","$500 AND UNDER",14,"false",41.92649599,"POINT (-87.711286733 41.92649599)","STREET",-87.711286733,"THEFT"
"false","070XX S COTTAGE GROVE AVE","OTHER OFFENSE",3,"true",41.76680404,"POINT (-87.605619683 41.76680404)","POLICE FACILITY/VEH PARKING LOT",-87.605619683,"OFFENSE INVOLVING CHILDREN"
"false","130XX S EVANS AVE","$500 AND UNDER",5,"false",41.658035327,"POINT (-87.603405618 41.658035327)","SIDEWALK",-87.603405618,"THEFT"
"false","071XX S EAST END AVE","TO VEHICLE",3,"false",41.765104018,"POINT (-87.583649448 41.765104018)","STREET",-87.583649448,"CRIMINAL DAMAGE"
"true","070XX S CHAPPEL AVE","FOUND SUSPECT NARCOTICS",3,"false",41.766957927,"POINT (-87.575097961 41.766957927)","APARTMENT",-87.575097961,"NARCOTICS"
"false","055XX N CLARK ST","OVER $500",20,"false",41.982161273,"POINT (-87.668500261 41.982161273)","PARKING LOT/GARAGE(NON.RESID.)",-87.668500261,"THEFT"
"true","039XX N CICERO AVE","SELL/GIVE/DEL LIQUOR TO MINOR",16,"false",41.951893745,"POINT (-87.747276287 41.951893745)","TAVERN/LIQUOR STORE",-87.747276287,"LIQUOR LAW VIOLATION"
"false","005XX N MILWAUKEE AVE","$500 AND UNDER",12,"false",41.891412551,"POINT (-87.647934597 41.891412551)","CTA TRAIN",-87.647934597,"THEFT"
"false","066XX S HALSTED ST","STRONGARM - NO WEAPON",7,"false",41.773908018,"POINT (-87.644633853 41.773908018)","SMALL RETAIL STORE",-87.644633853,"ROBBERY"
"false","005XX N MILWAUKEE AVE","CREDIT CARD FRAUD",12,"false",41.891412551,"POINT (-87.647934597 41.891412551)","STREET",-87.647934597,"DECEPTIVE PRACTICE"
"false","037XX W GRENSHAW ST","DOMESTIC BATTERY SIMPLE",11,"true",41.867163633,"POINT (-87.718580822 41.867163633)","RESIDENCE",-87.718580822,"BATTERY"
"true","001XX S LOTUS AVE","POSS: CANNABIS 30GMS OR LESS",15,"false",41.879063556,"POINT (-87.761782127 41.879063556)","SIDEWALK",-87.761782127,"NARCOTICS"
"false","001XX E 123RD ST","FRAUD OR CONFIDENCE GAME",5,"false",41.670792249,"POINT (-87.61844388 41.670792249)","RESIDENCE",-87.61844388,"DECEPTIVE PRACTICE"
"false","020XX W LAWRENCE AVE","FROM BUILDING",19,"false",41.968729266,"POINT (-87.681087192 41.968729266)","RESTAURANT",-87.681087192,"THEFT"
"false","014XX E 55TH ST","TO VEHICLE",2,"false",41.795511377,"POINT (-87.59135947 41.795511377)","STREET",-87.59135947,"CRIMINAL DAMAGE"
"false","021XX S ROCKWELL ST","OVER $500",10,"false",41.853585494,"POINT (-87.690590576 41.853585494)","PARKING LOT/GARAGE(NON.RESID.)",-87.690590576,"THEFT"
"false","014XX W 63RD ST","RECKLESS CONDUCT",7,"false",41.779520772,"POINT (-87.660962362 41.779520772)","POLICE FACILITY/VEH PARKING LOT",-87.660962362,"PUBLIC PEACE VIOLATION"
"false","035XX N NATOMA AVE","DOMESTIC BATTERY SIMPLE",16,"true",41.944548868,"POINT (-87.792287496 41.944548868)","APARTMENT",-87.792287496,"BATTERY"
"true","040XX W LAKE ST","THEFT OF LABOR/SERVICES",11,"false",41.885487535,"POINT (-87.726422045 41.885487535)","CTA STATION",-87.726422045,"DECEPTIVE PRACTICE"
"false","081XX S MARYLAND AVE","DOMESTIC BATTERY SIMPLE",6,"true",41.746679753,"POINT (-87.603835197 41.746679753)","APARTMENT",-87.603835197,"BATTERY"
"false","061XX S RACINE AVE","FROM BUILDING",7,"false",41.782641916,"POINT (-87.654579337 41.782641916)","RESIDENCE",-87.654579337,"THEFT"
"false","100XX W OHARE ST","$500 AND UNDER",16,"false",41.976290414,"POINT (-87.905227221 41.976290414)","AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",-87.905227221,"THEFT"
"true","064XX S LOWE AVE","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",7,"true",41.777309867,"POINT (-87.640802922 41.777309867)","APARTMENT",-87.640802922,"BATTERY"
"false","051XX N RIDGEWAY AVE","OTHER CRIME AGAINST PERSON",17,"false",41.973814751,"POINT (-87.722064863 41.973814751)","PARK PROPERTY",-87.722064863,"OTHER OFFENSE"
"true","009XX W 76TH ST","DOMESTIC BATTERY SIMPLE",6,"true",41.756060294,"POINT (-87.647126322 41.756060294)","APARTMENT",-87.647126322,"BATTERY"
"true","011XX W 115TH ST","UNLAWFUL POSS OF HANDGUN",22,"false",41.684962388,"POINT (-87.651136919 41.684962388)","STREET",-87.651136919,"WEAPONS VIOLATION"
"false","057XX S WOOD ST","OVER $500",7,"false",41.789468048,"POINT (-87.669321659 41.789468048)","VACANT LOT/LAND",-87.669321659,"THEFT"
"false","0000X E 104TH ST","DOMESTIC BATTERY SIMPLE",5,"true",41.705345281,"POINT (-87.623173565 41.705345281)","SIDEWALK",-87.623173565,"BATTERY"
"false","083XX S HOLLAND RD","FROM BUILDING",6,"false",41.742656445,"POINT (-87.632018466 41.742656445)","OTHER",-87.632018466,"THEFT"
"false","019XX S FEDERAL ST","TO VEHICLE",1,"false",41.856316974,"POINT (-87.629430908 41.856316974)","STREET",-87.629430908,"CRIMINAL DAMAGE"
"false","046XX S DAMEN AVE","$500 AND UNDER",9,"false",41.809687513,"POINT (-87.674970791 41.809687513)","SIDEWALK",-87.674970791,"THEFT"
"false","050XX N BROADWAY","OVER $500",20,"false",41.973103978,"POINT (-87.659779667 41.973103978)","STREET",-87.659779667,"THEFT"
"false","049XX S WESTERN AVE","$500 AND UNDER",9,"false",41.80462016,"POINT (-87.684368169 41.80462016)","SIDEWALK",-87.684368169,"THEFT"
"false","032XX N LAMON AVE","TO VEHICLE",16,"false",41.939022945,"POINT (-87.749349504 41.939022945)","STREET",-87.749349504,"CRIMINAL DAMAGE"
"false","020XX W GARFIELD BLVD","SIMPLE",9,"false",41.793912094,"POINT (-87.674747204 41.793912094)","GAS STATION",-87.674747204,"BATTERY"
"false","016XX W WABANSIA AVE","AGGRAVATED: OTHER FIREARM",14,"false",41.912441678,"POINT (-87.668482136 41.912441678)","SCHOOL, PUBLIC, BUILDING",-87.668482136,"ASSAULT"
"false","040XX N MONITOR AVE","$500 AND UNDER",16,"false",41.954004188,"POINT (-87.773142043 41.954004188)","STREET",-87.773142043,"THEFT"
"false","033XX S EMERALD AVE","AUTOMOBILE",9,"false",41.833869768,"POINT (-87.644963821 41.833869768)","STREET",-87.644963821,"MOTOR VEHICLE THEFT"
"false","008XX N MILWAUKEE AVE","POCKET-PICKING",12,"false",41.896442307,"POINT (-87.655722728 41.896442307)","CTA TRAIN",-87.655722728,"THEFT"
"false","092XX S FOREST AVE","ILLEGAL USE CASH CARD",6,"false",41.726650344,"POINT (-87.616689338 41.726650344)","RESIDENCE",-87.616689338,"DECEPTIVE PRACTICE"
"true","040XX W LAKE ST","POSS: HEROIN(WHITE)",11,"false",41.885487535,"POINT (-87.726422045 41.885487535)","CTA PLATFORM",-87.726422045,"NARCOTICS"
"false","033XX S STATE ST","ARMED:KNIFE/CUTTING INSTRUMENT",2,"false",41.834210358,"POINT (-87.626488094 41.834210358)","SIDEWALK",-87.626488094,"ROBBERY"
"false","025XX N MENARD AVE","DOMESTIC BATTERY SIMPLE",25,"true",41.926224604,"POINT (-87.770934079 41.926224604)","RESIDENCE",-87.770934079,"BATTERY"
"false","006XX N Michigan Ave","RETAIL THEFT",18,"false",41.892816145,"POINT (-87.624193198 41.892816145)","DEPARTMENT STORE",-87.624193198,"THEFT"
"false","002XX N COLUMBUS DR","RETAIL THEFT",1,"false",41.88635374,"POINT (-87.620691382 41.88635374)","GROCERY FOOD STORE",-87.620691382,"THEFT"
"false","007XX N CENTRAL AVE","SIMPLE",15,"true",41.893900243,"POINT (-87.765359486 41.893900243)","RESIDENCE",-87.765359486,"ASSAULT"
"true","0000X N HALSTED ST","RETAIL THEFT",12,"false",41.881949766,"POINT (-87.647367397 41.881949766)","GROCERY FOOD STORE",-87.647367397,"THEFT"
"false","032XX W FOSTER AVE","FINANCIAL IDENTITY THEFT OVER $ 300",17,"false",41.975739484,"POINT (-87.709505896 41.975739484)","SCHOOL, PUBLIC, BUILDING",-87.709505896,"DECEPTIVE PRACTICE"
"true","050XX S RACINE AVE","GUN OFFENDER: DUTY TO REGISTER",9,"false",41.802370816,"POINT (-87.655082685 41.802370816)","STREET",-87.655082685,"OTHER OFFENSE"
"false","034XX N ALBANY AVE","AUTOMOBILE",17,"false",41.94377393,"POINT (-87.705296433 41.94377393)","STREET",-87.705296433,"MOTOR VEHICLE THEFT"
"true","039XX W ROOSEVELT RD","MANU/DELIVER: HEROIN (WHITE)",11,"false",41.866200399,"POINT (-87.723212215 41.866200399)","SIDEWALK",-87.723212215,"NARCOTICS"
"false","061XX S KEDZIE AVE","SIMPLE",8,"false",41.78205732,"POINT (-87.70322518 41.78205732)","LIBRARY",-87.70322518,"ASSAULT"
"false","064XX N CLARK ST","FRAUD OR CONFIDENCE GAME",24,"false",41.99827946,"POINT (-87.670664922 41.99827946)","STREET",-87.670664922,"DECEPTIVE PRACTICE"
"false","054XX S WINCHESTER AVE","ILLEGAL USE CASH CARD",9,"false",41.795041602,"POINT (-87.673114725 41.795041602)","RESIDENCE",-87.673114725,"DECEPTIVE PRACTICE"
"false","028XX N ROCKWELL ST","AGGRAVATED: OTHER DANG WEAPON",14,"true",41.933029819,"POINT (-87.692788807 41.933029819)","APARTMENT",-87.692788807,"ASSAULT"
"false","030XX S LAWNDALE AVE","$500 AND UNDER",10,"false",41.837712248,"POINT (-87.717049951 41.837712248)","STREET",-87.717049951,"THEFT"
"true","004XX N HAMLIN AVE","MANU/DELIVER: HEROIN (WHITE)",11,"false",41.888694219,"POINT (-87.721000335 41.888694219)","SIDEWALK",-87.721000335,"NARCOTICS"
"false","030XX N MOBILE AVE","AGG: HANDS/FIST/FEET NO/MINOR INJURY",25,"false",41.935428755,"POINT (-87.783400598 41.935428755)","SCHOOL, PUBLIC, GROUNDS",-87.783400598,"BATTERY"
"true","080XX S EXCHANGE AVE","SIMPLE",4,"false",41.748981969,"POINT (-87.552845547 41.748981969)","SIDEWALK",-87.552845547,"ASSAULT"
"false","011XX E 96TH ST","SIMPLE",5,"false",41.720322756,"POINT (-87.596851387 41.720322756)","SIDEWALK",-87.596851387,"BATTERY"
"false","049XX W OHIO ST","DOMESTIC BATTERY SIMPLE",15,"false",41.891349194,"POINT (-87.749166932 41.891349194)","APARTMENT",-87.749166932,"BATTERY"
"true","042XX W 79TH PL","TO VEHICLE",8,"true",41.748883948,"POINT (-87.728194163 41.748883948)","DRIVEWAY - RESIDENTIAL",-87.728194163,"CRIMINAL DAMAGE"
"false","003XX W HURON ST","OVER $500",18,"false",41.894764247,"POINT (-87.63624456 41.894764247)","PARKING LOT/GARAGE(NON.RESID.)",-87.63624456,"THEFT"
"true","019XX N SEDGWICK ST","$500 AND UNDER",18,"false",41.917186271,"POINT (-87.638781977 41.917186271)","RESIDENCE PORCH/HALLWAY",-87.638781977,"THEFT"
"true","010XX N LAWNDALE AVE","POSS: CANNABIS 30GMS OR LESS",11,"false",41.899950867,"POINT (-87.718901912 41.899950867)","SIDEWALK",-87.718901912,"NARCOTICS"
"false","001XX N STATE ST","RETAIL THEFT",1,"false",41.884650262,"POINT (-87.627915459 41.884650262)","SMALL RETAIL STORE",-87.627915459,"THEFT"
"false","0000X N STATE ST","SIMPLE",1,"false",41.882849711,"POINT (-87.62786182 41.882849711)","SIDEWALK",-87.62786182,"ASSAULT"
"false","018XX N KILDARE AVE","AGGRAVATED: HANDGUN",25,"false",41.914313338,"POINT (-87.733794738 41.914313338)","STREET",-87.733794738,"ASSAULT"
"false","071XX S CLAREMONT AVE","TO VEHICLE",8,"false",0,"","STREET",0,"CRIMINAL DAMAGE"
"false","021XX N LINCOLN PARK WEST","OVER $500",18,"false",41.921093508,"POINT (-87.636428384 41.921093508)","STREET",-87.636428384,"THEFT"
"false","080XX S ALBANY AVE","TO VEHICLE",8,"false",41.747392141,"POINT (-87.699885088 41.747392141)","VEHICLE NON-COMMERCIAL",-87.699885088,"CRIMINAL TRESPASS"
"false","016XX E 56TH ST","$500 AND UNDER",2,"false",41.793395687,"POINT (-87.585879509 41.793395687)","PARKING LOT/GARAGE(NON.RESID.)",-87.585879509,"THEFT"
"false","077XX S UNION AVE","SIMPLE",6,"false",41.753812998,"POINT (-87.641682258 41.753812998)","STREET",-87.641682258,"BATTERY"
"false","036XX W 80TH ST","TO PROPERTY",8,"true",41.747814533,"POINT (-87.712919385 41.747814533)","RESIDENCE",-87.712919385,"CRIMINAL DAMAGE"
"false","044XX N LINCOLN AVE","$500 AND UNDER",19,"false",41.962324098,"POINT (-87.684443267 41.962324098)","SIDEWALK",-87.684443267,"THEFT"
"false","0000X W WASHINGTON ST","CREDIT CARD FRAUD",1,"false",41.883219895,"POINT (-87.628261697 41.883219895)","STREET",-87.628261697,"DECEPTIVE PRACTICE"
"false","021XX N CLYBOURN AVE","$500 AND UNDER",18,"false",41.919989843,"POINT (-87.66214265 41.919989843)","STREET",-87.66214265,"THEFT"
"true","049XX N SPRINGFIELD AVE","DOMESTIC BATTERY SIMPLE",17,"false",41.970384396,"POINT (-87.725664619 41.970384396)","APARTMENT",-87.725664619,"BATTERY"
"false","021XX W FOSTER AVE","FROM BUILDING",20,"false",41.975987919,"POINT (-87.682579787 41.975987919)","APARTMENT",-87.682579787,"THEFT"
"false","027XX S SACRAMENTO AVE","DOMESTIC BATTERY SIMPLE",10,"true",41.84209575,"POINT (-87.70006387 41.84209575)","APARTMENT",-87.70006387,"BATTERY"
"false","053XX W LELAND AVE","OTHER CRIME AGAINST PERSON",16,"true",41.965582079,"POINT (-87.76091387 41.965582079)","APARTMENT",-87.76091387,"OTHER OFFENSE"
"true","085XX S LOOMIS BLVD","VEHICLE TITLE/REG OFFENSE",6,"false",41.738529843,"POINT (-87.658275704 41.738529843)","STREET",-87.658275704,"OTHER OFFENSE"
"false","002XX N CONSERVATORY DR","OVER $500",11,"false",41.885296316,"POINT (-87.716798514 41.885296316)","CTA TRAIN",-87.716798514,"THEFT"
"true","017XX N SEDGWICK ST","OVER $500",18,"false",41.91379925,"POINT (-87.638675414 41.91379925)","RESIDENCE PORCH/HALLWAY",-87.638675414,"THEFT"
"true","076XX S DANTE AVE","SIMPLE",4,"false",41.756275383,"POINT (-87.589524603 41.756275383)","RESIDENTIAL YARD (FRONT/BACK)",-87.589524603,"ASSAULT"
"false","0000X E MONROE ST","FROM BUILDING",1,"false",41.880775433,"POINT (-87.627029031 41.880775433)","HOTEL/MOTEL",-87.627029031,"THEFT"
"true","005XX W MADISON ST","TO STATE SUP LAND",1,"false",41.881883933,"POINT (-87.640060441 41.881883933)","OTHER RAILROAD PROP / TRAIN DEPOT",-87.640060441,"CRIMINAL TRESPASS"
"false","007XX S HOMAN AVE","SIMPLE",11,"false",41.871443441,"POINT (-87.710711966 41.871443441)","STREET",-87.710711966,"ASSAULT"
"false","073XX S CHAPPEL AVE","$500 AND UNDER",3,"false",41.762075216,"POINT (-87.575005169 41.762075216)","SCHOOL, PUBLIC, BUILDING",-87.575005169,"THEFT"
"false","034XX S MORGAN ST","SIMPLE",9,"false",41.832487043,"POINT (-87.651007405 41.832487043)","STREET",-87.651007405,"BATTERY"
"false","048XX W OHIO ST","SIMPLE",15,"false",41.89137048,"POINT (-87.746882292 41.89137048)","STREET",-87.746882292,"ASSAULT"
"false","038XX W 61ST PL","DOMESTIC BATTERY SIMPLE",8,"true",41.781450219,"POINT (-87.718817243 41.781450219)","SIDEWALK",-87.718817243,"BATTERY"
"true","011XX S TROY ST","SOLICIT NARCOTICS ON PUBLICWAY",11,"false",41.867282079,"POINT (-87.704470649 41.867282079)","STREET",-87.704470649,"NARCOTICS"
"true","078XX S SOUTH CHICAGO AVE","POSS: CANNABIS 30GMS OR LESS",4,"false",41.752061582,"POINT (-87.58636291 41.752061582)","STREET",-87.58636291,"NARCOTICS"
"false","045XX S DREXEL BLVD","HARASSMENT BY TELEPHONE",2,"true",41.812244589,"POINT (-87.604430616 41.812244589)","RESIDENCE",-87.604430616,"OTHER OFFENSE"
"false","024XX N CICERO AVE","AUTOMOBILE",25,"false",41.924474033,"POINT (-87.746310985 41.924474033)","STREET",-87.746310985,"MOTOR VEHICLE THEFT"
"true","121XX S STATE ST","POSS: SYNTHETIC DRUGS",5,"false",41.674058722,"POINT (-87.622540271 41.674058722)","STREET",-87.622540271,"NARCOTICS"
"false","036XX W 80TH ST","TO PROPERTY",8,"true",41.747814533,"POINT (-87.712919385 41.747814533)","RESIDENCE",-87.712919385,"CRIMINAL DAMAGE"
"false","033XX W MADISON ST","CHILD ABUSE",11,"false",41.880930121,"POINT (-87.709665123 41.880930121)","RESIDENCE",-87.709665123,"OFFENSE INVOLVING CHILDREN"
"false","035XX W 58TH PL","$500 AND UNDER",8,"true",41.787022623,"POINT (-87.711951158 41.787022623)","RESIDENCE",-87.711951158,"THEFT"
"false","002XX W NORTH AVE","FROM BUILDING",18,"false",0,"","OTHER",0,"THEFT"
"false","103XX S DOTY AVE E","UNLAWFUL POSS OF HANDGUN",4,"false",41.707756212,"POINT (-87.580708771 41.707756212)","OTHER",-87.580708771,"WEAPONS VIOLATION"
"false","007XX W 31ST ST","SIMPLE",9,"false",41.83805499,"POINT (-87.645458414 41.83805499)","CONVENIENCE STORE",-87.645458414,"BATTERY"
"false","020XX N CLARK ST","FROM BUILDING",18,"false",41.919578459,"POINT (-87.6368417 41.919578459)","RESTAURANT",-87.6368417,"THEFT"
"false","075XX S HOYNE AVE","ARMED: HANDGUN",6,"false",41.756319196,"POINT (-87.675915998 41.756319196)","STREET",-87.675915998,"ROBBERY"
"false","058XX N LINCOLN AVE","SIMPLE",20,"false",41.987362912,"POINT (-87.702293402 41.987362912)","SCHOOL, PUBLIC, GROUNDS",-87.702293402,"BATTERY"
"false","031XX W CHICAGO AVE","SIMPLE",12,"false",41.895560474,"POINT (-87.705780037 41.895560474)","SIDEWALK",-87.705780037,"ASSAULT"
"true","062XX N LINCOLN AVE","RETAIL THEFT",17,"false",41.994758989,"POINT (-87.7144777 41.994758989)","OTHER",-87.7144777,"THEFT"
"false","027XX N SPAULDING AVE","$500 AND UNDER",14,"false",41.931388015,"POINT (-87.710103618 41.931388015)","RESIDENTIAL YARD (FRONT/BACK)",-87.710103618,"THEFT"
"false","065XX S EVANS AVE","DOMESTIC BATTERY SIMPLE",3,"true",41.775951809,"POINT (-87.607085387 41.775951809)","APARTMENT",-87.607085387,"BATTERY"
"false","023XX E 69TH ST","$500 AND UNDER",3,"false",41.769877819,"POINT (-87.569293626 41.769877819)","APARTMENT",-87.569293626,"THEFT"
"false","019XX N KEDZIE AVE","HARASSMENT BY ELECTRONIC MEANS",14,"false",41.9167798,"POINT (-87.706950016 41.9167798)","APARTMENT",-87.706950016,"OTHER OFFENSE"
"true","062XX S ARTESIAN AVE","GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION",8,"false",41.780069926,"POINT (-87.684883407 41.780069926)","STREET",-87.684883407,"OTHER OFFENSE"
"false","024XX N JANSSEN AVE","OVER $500",19,"false",41.9256545,"POINT (-87.664593099 41.9256545)","RESIDENCE PORCH/HALLWAY",-87.664593099,"THEFT"
"false","039XX W ROOSEVELT RD","ARMED: HANDGUN",11,"false",41.86618435,"POINT (-87.724324771 41.86618435)","APPLIANCE STORE",-87.724324771,"ROBBERY"
"false","031XX W LELAND AVE","FORCIBLE ENTRY",17,"false",41.966644437,"POINT (-87.706847872 41.966644437)","RESIDENCE",-87.706847872,"BURGLARY"
"false","022XX N SEMINARY AVE","UNLAWFUL ENTRY",18,"false",41.922283233,"POINT (-87.655934418 41.922283233)","RESIDENCE",-87.655934418,"BURGLARY"
"false","057XX N ROGERS AVE","AUTOMOBILE",17,"false",41.984393988,"POINT (-87.742571976 41.984393988)","ALLEY",-87.742571976,"MOTOR VEHICLE THEFT"
"false","001XX E 66TH ST","AUTOMOBILE",3,"false",41.774605208,"POINT (-87.622135097 41.774605208)","STREET",-87.622135097,"MOTOR VEHICLE THEFT"
"false","006XX S PULASKI RD","ARMED: HANDGUN",11,"false",41.872880553,"POINT (-87.725403103 41.872880553)","STREET",-87.725403103,"ROBBERY"
"false","034XX W PIERCE AVE","HARASSMENT BY TELEPHONE",14,"false",41.909115977,"POINT (-87.713167466 41.909115977)","APARTMENT",-87.713167466,"OTHER OFFENSE"
"false","064XX S PAULINA ST","$500 AND UNDER",7,"true",41.776963134,"POINT (-87.666620361 41.776963134)","APARTMENT",-87.666620361,"THEFT"
"false","117XX S MARSHFIELD AVE","SIMPLE",22,"false",41.680602329,"POINT (-87.662443359 41.680602329)","SMALL RETAIL STORE",-87.662443359,"ASSAULT"
"false","051XX S PULASKI RD","TO LAND",8,"false",41.799701947,"POINT (-87.7233483 41.799701947)","SMALL RETAIL STORE",-87.7233483,"CRIMINAL TRESPASS"
"false","009XX E 45TH ST","SIMPLE",2,"false",41.813211002,"POINT (-87.603201796 41.813211002)","STREET",-87.603201796,"BATTERY"
"false","0000X W DIVISION ST","SIMPLE",18,"false",41.903919035,"POINT (-87.630396032 41.903919035)","SMALL RETAIL STORE",-87.630396032,"ASSAULT"
"false","0000X N MICHIGAN AVE","FROM BUILDING",1,"false",41.882424852,"POINT (-87.624377884 41.882424852)","SMALL RETAIL STORE",-87.624377884,"THEFT"
"false","022XX W BELMONT AVE","TO PROPERTY",19,"false",41.939503349,"POINT (-87.683980014 41.939503349)","OTHER",-87.683980014,"CRIMINAL DAMAGE"
"false","073XX S EAST END AVE","OVER $500",3,"false",41.761777349,"POINT (-87.583559886 41.761777349)","RESIDENCE",-87.583559886,"THEFT"
"true","114XX S THROOP ST","DOMESTIC BATTERY SIMPLE",22,"true",41.686408518,"POINT (-87.654358013 41.686408518)","SIDEWALK",-87.654358013,"BATTERY"
